# Map of average order parameters calculated for all bonds of all molecule types.
# Calculated with 'gorder v0.5.0-dev.1'.
@ xlabel x-dimension [nm]
@ ylabel y-dimension [nm]
@ zlabel order parameter ($-S_{CH}$)
@ zrange -1.0 0.5 0.25
$ type colorbar
$ colormap seismic_r
1.1000 3.8000 0.1417
1.1000 3.9000 0.1448
1.1000 4.0000 0.1421
1.1000 4.1000 0.1491
1.1000 4.2000 0.1450
1.1000 4.3000 0.1432
1.1000 4.4000 0.1456
1.1000 4.5000 0.1464
1.1000 4.6000 0.1433
1.1000 4.7000 0.1353
1.1000 4.8000 0.1421
1.1000 4.9000 0.1411
1.1000 5.0000 0.1421
1.1000 5.1000 0.1410
1.1000 5.2000 0.1376
1.1000 5.3000 0.1412
1.1000 5.4000 0.1382
1.1000 5.5000 0.1362
1.1000 5.6000 0.1326
1.1000 5.7000 0.1420
1.1000 5.8000 0.1405
1.1000 5.9000 0.1496
1.1000 6.0000 0.1432
1.1000 6.1000 0.1475
1.1000 6.2000 0.1501
1.1000 6.3000 0.1515
1.1000 6.4000 0.1534
1.1000 6.5000 0.1694
1.1000 6.6000 NaN
1.1000 6.7000 NaN
1.1000 6.8000 NaN
1.1000 6.9000 NaN
1.1000 7.0000 NaN
1.1000 7.1000 NaN
1.1000 7.2000 NaN
1.1000 7.3000 NaN
1.1000 7.4000 NaN
1.1000 7.5000 NaN
1.1000 7.6000 NaN
1.1000 7.7000 NaN
1.1000 7.8000 NaN
1.1000 7.9000 NaN
1.2000 0.0000 NaN
1.2000 0.1000 NaN
1.2000 0.2000 NaN
1.2000 0.3000 NaN
1.2000 0.4000 NaN
1.2000 0.5000 NaN
1.2000 0.6000 NaN
1.2000 0.7000 NaN
1.2000 0.8000 NaN
1.2000 0.9000 NaN
1.2000 1.0000 NaN
1.2000 1.1000 NaN
1.2000 1.2000 NaN
1.2000 1.3000 NaN
1.2000 1.4000 NaN
1.2000 1.5000 0.1344
1.2000 1.6000 0.1401
1.2000 1.7000 0.1381
1.2000 1.8000 0.1450
1.2000 1.9000 0.1463
1.2000 2.0000 0.1486
1.2000 2.1000 0.1504
1.2000 2.2000 0.1546
1.2000 2.3000 0.1488
1.2000 2.4000 0.1331
1.2000 2.5000 0.1429
1.2000 2.6000 0.1435
1.2000 2.7000 0.1450
1.2000 2.8000 0.1381
1.2000 2.9000 0.1352
1.2000 3.0000 0.1415
1.2000 3.1000 0.1402
1.2000 3.2000 0.1339
1.2000 3.3000 0.1354
1.2000 3.4000 0.1379
1.2000 3.5000 0.1323
1.2000 3.6000 0.1392
1.2000 3.7000 0.1326
1.2000 3.8000 0.1362
1.2000 3.9000 0.1473
1.2000 4.0000 0.1425
1.2000 4.1000 0.1504
1.2000 4.2000 0.1421
1.2000 4.3000 0.1432
1.2000 4.4000 0.1491
1.2000 4.5000 0.1482
1.2000 4.6000 0.1484
1.2000 4.7000 0.1425
1.2000 4.8000 0.1382
1.2000 4.9000 0.1309
1.2000 5.0000 0.1461
1.2000 5.1000 0.1390
1.2000 5.2000 0.1351
1.2000 5.3000 0.1359
1.2000 5.4000 0.1351
1.2000 5.5000 0.1406
1.2000 5.6000 0.1376
1.2000 5.7000 0.1395
1.2000 5.8000 0.1448
1.2000 5.9000 0.1423
1.2000 6.0000 0.1430
1.2000 6.1000 0.1499
1.2000 6.2000 0.1472
1.2000 6.3000 0.1515
1.2000 6.4000 0.1527
1.2000 6.5000 0.1442
1.2000 6.6000 NaN
1.2000 6.7000 NaN
1.2000 6.8000 NaN
1.2000 6.9000 NaN
1.2000 7.0000 NaN
1.2000 7.1000 NaN
1.2000 7.2000 NaN
1.2000 7.3000 NaN
1.2000 7.4000 NaN
1.2000 7.5000 NaN
1.2000 7.6000 NaN
1.2000 7.7000 NaN
1.2000 7.8000 NaN
1.2000 7.9000 NaN
1.3000 0.0000 NaN
1.3000 0.1000 NaN
1.3000 0.2000 NaN
1.3000 0.3000 NaN
1.3000 0.4000 NaN
1.3000 0.5000 NaN
1.3000 0.6000 NaN
1.3000 0.7000 NaN
1.3000 0.8000 NaN
1.3000 0.9000 NaN
1.3000 1.0000 NaN
1.3000 1.1000 NaN
1.3000 1.2000 NaN
1.3000 1.3000 NaN
1.3000 1.4000 NaN
1.3000 1.5000 0.1261
1.3000 1.6000 0.1417
1.3000 1.7000 0.1480
1.3000 1.8000 0.1521
1.3000 1.9000 0.1533
1.3000 2.0000 0.1524
1.3000 2.1000 0.1498
1.3000 2.2000 0.1444
1.3000 2.3000 0.1568
1.3000 2.4000 0.1456
1.3000 2.5000 0.1438
1.3000 2.6000 0.1477
1.3000 2.7000 0.1388
1.3000 2.8000 0.1353
1.3000 2.9000 0.1359
1.3000 3.0000 0.1403
1.3000 3.1000 0.1327
1.3000 3.2000 0.1415
1.3000 3.3000 0.1341
1.3000 3.4000 0.1380
1.3000 3.5000 0.1329
1.3000 3.6000 0.1318
1.3000 3.7000 0.1386
1.3000 3.8000 0.1357
1.3000 3.9000 0.1356
1.3000 4.0000 0.1417
1.3000 4.1000 0.1454
1.3000 4.2000 0.1470
1.3000 4.3000 0.1476
1.3000 4.4000 0.1477
1.3000 4.5000 0.1478
1.3000 4.6000 0.1414
1.3000 4.7000 0.1366
1.3000 4.8000 0.1362
1.3000 4.9000 0.1447
1.3000 5.0000 0.1440
1.3000 5.1000 0.1307
1.3000 5.2000 0.1328
1.3000 5.3000 0.1252
1.3000 5.4000 0.1372
1.3000 5.5000 0.1379
1.3000 5.6000 0.1338
1.3000 5.7000 0.1395
1.3000 5.8000 0.1450
1.3000 5.9000 0.1429
1.3000 6.0000 0.1507
1.3000 6.1000 0.1440
1.3000 6.2000 0.1525
1.3000 6.3000 0.1557
1.3000 6.4000 0.1543
1.3000 6.5000 0.1619
1.3000 6.6000 NaN
1.3000 6.7000 NaN
1.3000 6.8000 NaN
1.3000 6.9000 NaN
1.3000 7.0000 NaN
1.3000 7.1000 NaN
1.3000 7.2000 NaN
1.3000 7.3000 NaN
1.3000 7.4000 NaN
1.3000 7.5000 NaN
1.3000 7.6000 NaN
1.3000 7.7000 NaN
1.3000 7.8000 NaN
1.3000 7.9000 NaN
1.4000 0.0000 NaN
1.4000 0.1000 NaN
1.4000 0.2000 NaN
1.4000 0.3000 NaN
1.4000 0.4000 NaN
1.4000 0.5000 NaN
1.4000 0.6000 NaN
1.4000 0.7000 NaN
1.4000 0.8000 NaN
1.4000 0.9000 NaN
1.4000 1.0000 NaN
1.4000 1.1000 NaN
1.4000 1.2000 NaN
1.4000 1.3000 NaN
1.4000 1.4000 NaN
1.4000 1.5000 0.1336
1.4000 1.6000 0.1451
1.4000 1.7000 0.1503
1.4000 1.8000 0.1556
1.4000 1.9000 0.1467
1.4000 2.0000 0.1481
1.4000 2.1000 0.1440
1.4000 2.2000 0.1480
1.4000 2.3000 0.1468
1.4000 2.4000 0.1469
1.4000 2.5000 0.1396
1.4000 2.6000 0.1375
1.4000 2.7000 0.1463
1.4000 2.8000 0.1406
1.4000 2.9000 0.1372
1.4000 3.0000 0.1361
1.4000 3.1000 0.1331
1.4000 3.2000 0.1404
1.4000 3.3000 0.1340
1.4000 3.4000 0.1425
1.4000 3.5000 0.1320
1.4000 3.6000 0.1329
1.4000 3.7000 0.1273
1.4000 3.8000 0.1395
1.4000 3.9000 0.1399
1.4000 4.0000 0.1448
1.4000 4.1000 0.1420
1.4000 4.2000 0.1516
1.4000 4.3000 0.1495
1.4000 4.4000 0.1465
1.4000 4.5000 0.1461
1.4000 4.6000 0.1434
1.4000 4.7000 0.1399
1.4000 4.8000 0.1432
1.4000 4.9000 0.1347
1.4000 5.0000 0.1365
1.4000 5.1000 0.1429
1.4000 5.2000 0.1413
1.4000 5.3000 0.1358
1.4000 5.4000 0.1346
1.4000 5.5000 0.1444
1.4000 5.6000 0.1398
1.4000 5.7000 0.1382
1.4000 5.8000 0.1471
1.4000 5.9000 0.1462
1.4000 6.0000 0.1468
1.4000 6.1000 0.1475
1.4000 6.2000 0.1562
1.4000 6.3000 0.1550
1.4000 6.4000 0.1531
1.4000 6.5000 0.1457
1.4000 6.6000 NaN
1.4000 6.7000 NaN
1.4000 6.8000 NaN
1.4000 6.9000 NaN
1.4000 7.0000 NaN
1.4000 7.1000 NaN
1.4000 7.2000 NaN
1.4000 7.3000 NaN
1.4000 7.4000 NaN
1.4000 7.5000 NaN
1.4000 7.6000 NaN
1.4000 7.7000 NaN
1.4000 7.8000 NaN
1.4000 7.9000 NaN
1.5000 0.0000 NaN
1.5000 0.1000 NaN
1.5000 0.2000 NaN
1.5000 0.3000 NaN
1.5000 0.4000 NaN
1.5000 0.5000 NaN
1.5000 0.6000 NaN
1.5000 0.7000 NaN
1.5000 0.8000 NaN
1.5000 0.9000 NaN
1.5000 1.0000 NaN
1.5000 1.1000 NaN
1.5000 1.2000 NaN
1.5000 1.3000 NaN
1.5000 1.4000 NaN
1.5000 1.5000 0.1725
1.5000 1.6000 0.1453
1.5000 1.7000 0.1465
1.5000 1.8000 0.1556
1.5000 1.9000 0.1520
1.5000 2.0000 0.1515
1.5000 2.1000 0.1547
1.5000 2.2000 0.1526
1.5000 2.3000 0.1450
1.5000 2.4000 0.1430
1.5000 2.5000 0.1440
1.5000 2.6000 0.1397
1.5000 2.7000 0.1341
1.5000 2.8000 0.1358
1.5000 2.9000 0.1356
1.5000 3.0000 0.1319
1.5000 3.1000 0.1453
1.5000 3.2000 0.1355
1.5000 3.3000 0.1419
1.5000 3.4000 0.1398
1.5000 3.5000 0.1446
1.5000 3.6000 0.1325
1.5000 3.7000 0.1312
1.5000 3.8000 0.1367
1.5000 3.9000 0.1408
1.5000 4.0000 0.1389
1.5000 4.1000 0.1491
1.5000 4.2000 0.1408
1.5000 4.3000 0.1388
1.5000 4.4000 0.1378
1.5000 4.5000 0.1482
1.5000 4.6000 0.1461
1.5000 4.7000 0.1441
1.5000 4.8000 0.1348
1.5000 4.9000 0.1350
1.5000 5.0000 0.1393
1.5000 5.1000 0.1394
1.5000 5.2000 0.1360
1.5000 5.3000 0.1341
1.5000 5.4000 0.1345
1.5000 5.5000 0.1451
1.5000 5.6000 0.1349
1.5000 5.7000 0.1381
1.5000 5.8000 0.1419
1.5000 5.9000 0.1364
1.5000 6.0000 0.1439
1.5000 6.1000 0.1442
1.5000 6.2000 0.1503
1.5000 6.3000 0.1570
1.5000 6.4000 0.1523
1.5000 6.5000 0.1804
1.5000 6.6000 NaN
1.5000 6.7000 NaN
1.5000 6.8000 NaN
1.5000 6.9000 NaN
1.5000 7.0000 NaN
1.5000 7.1000 NaN
1.5000 7.2000 NaN
1.5000 7.3000 NaN
1.5000 7.4000 NaN
1.5000 7.5000 NaN
1.5000 7.6000 NaN
1.5000 7.7000 NaN
1.5000 7.8000 NaN
1.5000 7.9000 NaN
1.6000 0.0000 NaN
1.6000 0.1000 NaN
1.6000 0.2000 NaN
1.6000 0.3000 NaN
1.6000 0.4000 NaN
1.6000 0.5000 NaN
1.6000 0.6000 NaN
1.6000 0.7000 NaN
1.6000 0.8000 NaN
1.6000 0.9000 NaN
1.6000 1.0000 NaN
1.6000 1.1000 NaN
1.6000 1.2000 NaN
1.6000 1.3000 NaN
1.6000 1.4000 NaN
1.6000 1.5000 NaN
1.6000 1.6000 0.1389
1.6000 1.7000 0.1464
1.6000 1.8000 0.1478
1.6000 1.9000 0.1561
1.6000 2.0000 0.1451
1.6000 2.1000 0.1489
1.6000 2.2000 0.1610
1.6000 2.3000 0.1494
1.6000 2.4000 0.1440
1.6000 2.5000 0.1484
1.6000 2.6000 0.1490
1.6000 2.7000 0.1460
1.6000 2.8000 0.1407
1.6000 2.9000 0.1482
1.6000 3.0000 0.1422
1.6000 3.1000 0.1396
1.6000 3.2000 0.1267
1.6000 3.3000 0.1414
1.6000 3.4000 0.1446
1.6000 3.5000 0.1436
1.6000 3.6000 0.1457
1.6000 3.7000 0.1447
1.6000 3.8000 0.1325
1.6000 3.9000 0.1366
1.6000 4.0000 0.1384
1.6000 4.1000 0.1386
1.6000 4.2000 0.1416
1.6000 4.3000 0.1336
1.6000 4.4000 0.1317
1.6000 4.5000 0.1348
1.6000 4.6000 0.1408
1.6000 4.7000 0.1442
1.6000 4.8000 0.1419
1.6000 4.9000 0.1374
1.6000 5.0000 0.1461
1.6000 5.1000 0.1466
1.6000 5.2000 0.1420
1.6000 5.3000 0.1386
1.6000 5.4000 0.1413
1.6000 5.5000 0.1472
1.6000 5.6000 0.1476
1.6000 5.7000 0.1420
1.6000 5.8000 0.1407
1.6000 5.9000 0.1431
1.6000 6.0000 0.1381
1.6000 6.1000 0.1460
1.6000 6.2000 0.1518
1.6000 6.3000 0.1548
1.6000 6.4000 0.1430
1.6000 6.5000 NaN
1.6000 6.6000 NaN
1.6000 6.7000 NaN
1.6000 6.8000 NaN
1.6000 6.9000 NaN
1.6000 7.0000 NaN
1.6000 7.1000 NaN
1.6000 7.2000 NaN
1.6000 7.3000 NaN
1.6000 7.4000 NaN
1.6000 7.5000 NaN
1.6000 7.6000 NaN
1.6000 7.7000 NaN
1.6000 7.8000 NaN
1.6000 7.9000 NaN
1.7000 0.0000 NaN
1.7000 0.1000 NaN
1.7000 0.2000 NaN
1.7000 0.3000 NaN
1.7000 0.4000 NaN
1.7000 0.5000 NaN
1.7000 0.6000 NaN
1.7000 0.7000 NaN
1.7000 0.8000 NaN
1.7000 0.9000 NaN
1.7000 1.0000 NaN
1.7000 1.1000 NaN
1.7000 1.2000 NaN
1.7000 1.3000 NaN
1.7000 1.4000 NaN
1.7000 1.5000 NaN
1.7000 1.6000 0.1488
1.7000 1.7000 0.1418
1.7000 1.8000 0.1484
1.7000 1.9000 0.1430
1.7000 2.0000 0.1547
1.7000 2.1000 0.1521
1.7000 2.2000 0.1492
1.7000 2.3000 0.1506
1.7000 2.4000 0.1482
1.7000 2.5000 0.1494
1.7000 2.6000 0.1465
1.7000 2.7000 0.1406
1.7000 2.8000 0.1336
1.7000 2.9000 0.1375
1.7000 3.0000 0.1387
1.7000 3.1000 0.1403
1.7000 3.2000 0.1434
1.7000 3.3000 0.1506
1.7000 3.4000 0.1523
1.7000 3.5000 0.1506
1.7000 3.6000 0.1453
1.7000 3.7000 0.1371
1.7000 3.8000 0.1271
1.7000 3.9000 0.1342
1.7000 4.0000 0.1358
1.7000 4.1000 0.1346
1.7000 4.2000 0.1416
1.7000 4.3000 0.1427
1.7000 4.4000 0.1383
1.7000 4.5000 0.1420
1.7000 4.6000 0.1412
1.7000 4.7000 0.1442
1.7000 4.8000 0.1386
1.7000 4.9000 0.1377
1.7000 5.0000 0.1390
1.7000 5.1000 0.1370
1.7000 5.2000 0.1432
1.7000 5.3000 0.1433
1.7000 5.4000 0.1556
1.7000 5.5000 0.1483
1.7000 5.6000 0.1428
1.7000 5.7000 0.1528
1.7000 5.8000 0.1411
1.7000 5.9000 0.1430
1.7000 6.0000 0.1536
1.7000 6.1000 0.1483
1.7000 6.2000 0.1511
1.7000 6.3000 0.1553
1.7000 6.4000 0.1535
1.7000 6.5000 NaN
1.7000 6.6000 NaN
1.7000 6.7000 NaN
1.7000 6.8000 NaN
1.7000 6.9000 NaN
1.7000 7.0000 NaN
1.7000 7.1000 NaN
1.7000 7.2000 NaN
1.7000 7.3000 NaN
1.7000 7.4000 NaN
1.7000 7.5000 NaN
1.7000 7.6000 NaN
1.7000 7.7000 NaN
1.7000 7.8000 NaN
1.7000 7.9000 NaN
1.8000 0.0000 NaN
1.8000 0.1000 NaN
1.8000 0.2000 NaN
1.8000 0.3000 NaN
1.8000 0.4000 NaN
1.8000 0.5000 NaN
1.8000 0.6000 NaN
1.8000 0.7000 NaN
1.8000 0.8000 NaN
1.8000 0.9000 NaN
1.8000 1.0000 NaN
1.8000 1.1000 NaN
1.8000 1.2000 NaN
1.8000 1.3000 NaN
1.8000 1.4000 NaN
1.8000 1.5000 NaN
1.8000 1.6000 0.1531
1.8000 1.7000 0.1330
1.8000 1.8000 0.1406
1.8000 1.9000 0.1546
1.8000 2.0000 0.1522
1.8000 2.1000 0.1522
1.8000 2.2000 0.1506
1.8000 2.3000 0.1460
1.8000 2.4000 0.1391
1.8000 2.5000 0.1481
1.8000 2.6000 0.1469
1.8000 2.7000 0.1452
1.8000 2.8000 0.1371
1.8000 2.9000 0.1453
1.8000 3.0000 0.1489
1.8000 3.1000 0.1421
1.8000 3.2000 0.1453
1.8000 3.3000 0.1304
1.8000 3.4000 0.1431
1.8000 3.5000 0.1502
1.8000 3.6000 0.1511
1.8000 3.7000 0.1457
1.8000 3.8000 0.1273
1.8000 3.9000 0.1344
1.8000 4.0000 0.1274
1.8000 4.1000 0.1353
1.8000 4.2000 0.1326
1.8000 4.3000 0.1424
1.8000 4.4000 0.1368
1.8000 4.5000 0.1394
1.8000 4.6000 0.1397
1.8000 4.7000 0.1342
1.8000 4.8000 0.1458
1.8000 4.9000 0.1488
1.8000 5.0000 0.1553
1.8000 5.1000 0.1433
1.8000 5.2000 0.1497
1.8000 5.3000 0.1492
1.8000 5.4000 0.1487
1.8000 5.5000 0.1468
1.8000 5.6000 0.1510
1.8000 5.7000 0.1428
1.8000 5.8000 0.1491
1.8000 5.9000 0.1512
1.8000 6.0000 0.1423
1.8000 6.1000 0.1538
1.8000 6.2000 0.1567
1.8000 6.3000 0.1532
1.8000 6.4000 0.1609
1.8000 6.5000 NaN
1.8000 6.6000 NaN
1.8000 6.7000 NaN
1.8000 6.8000 NaN
1.8000 6.9000 NaN
1.8000 7.0000 NaN
1.8000 7.1000 NaN
1.8000 7.2000 NaN
1.8000 7.3000 NaN
1.8000 7.4000 NaN
1.8000 7.5000 NaN
1.8000 7.6000 NaN
1.8000 7.7000 NaN
1.8000 7.8000 NaN
1.8000 7.9000 NaN
1.9000 0.0000 NaN
1.9000 0.1000 NaN
1.9000 0.2000 NaN
1.9000 0.3000 NaN
1.9000 0.4000 NaN
1.9000 0.5000 NaN
1.9000 0.6000 NaN
1.9000 0.7000 NaN
1.9000 0.8000 NaN
1.9000 0.9000 NaN
1.9000 1.0000 NaN
1.9000 1.1000 NaN
1.9000 1.2000 NaN
1.9000 1.3000 NaN
1.9000 1.4000 NaN
1.9000 1.5000 NaN
1.9000 1.6000 NaN
1.9000 1.7000 0.1408
1.9000 1.8000 0.1481
1.9000 1.9000 0.1497
1.9000 2.0000 0.1433
1.9000 2.1000 0.1531
1.9000 2.2000 0.1493
1.9000 2.3000 0.1500
1.9000 2.4000 0.1396
1.9000 2.5000 0.1410
1.9000 2.6000 0.1395
1.9000 2.7000 0.1352
1.9000 2.8000 0.1456
1.9000 2.9000 0.1370
1.9000 3.0000 0.1437
1.9000 3.1000 0.1442
1.9000 3.2000 0.1364
1.9000 3.3000 0.1439
1.9000 3.4000 0.1485
1.9000 3.5000 0.1444
1.9000 3.6000 0.1461
1.9000 3.7000 0.1355
1.9000 3.8000 0.1389
1.9000 3.9000 0.1323
1.9000 4.0000 0.1288
1.9000 4.1000 0.1269
1.9000 4.2000 0.1375
1.9000 4.3000 0.1379
1.9000 4.4000 0.1358
1.9000 4.5000 0.1440
1.9000 4.6000 0.1369
1.9000 4.7000 0.1490
1.9000 4.8000 0.1430
1.9000 4.9000 0.1440
1.9000 5.0000 0.1497
1.9000 5.1000 0.1516
1.9000 5.2000 0.1440
1.9000 5.3000 0.1381
1.9000 5.4000 0.1484
1.9000 5.5000 0.1470
1.9000 5.6000 0.1464
1.9000 5.7000 0.1513
1.9000 5.8000 0.1468
1.9000 5.9000 0.1508
1.9000 6.0000 0.1483
1.9000 6.1000 0.1533
1.9000 6.2000 0.1554
1.9000 6.3000 0.1492
1.9000 6.4000 NaN
1.9000 6.5000 NaN
1.9000 6.6000 NaN
1.9000 6.7000 NaN
1.9000 6.8000 NaN
1.9000 6.9000 NaN
1.9000 7.0000 NaN
1.9000 7.1000 NaN
1.9000 7.2000 NaN
1.9000 7.3000 NaN
1.9000 7.4000 NaN
1.9000 7.5000 NaN
1.9000 7.6000 NaN
1.9000 7.7000 NaN
1.9000 7.8000 NaN
1.9000 7.9000 NaN
2.0000 0.0000 NaN
2.0000 0.1000 NaN
2.0000 0.2000 NaN
2.0000 0.3000 NaN
2.0000 0.4000 NaN
2.0000 0.5000 NaN
2.0000 0.6000 NaN
2.0000 0.7000 NaN
2.0000 0.8000 NaN
2.0000 0.9000 NaN
2.0000 1.0000 NaN
2.0000 1.1000 NaN
2.0000 1.2000 NaN
2.0000 1.3000 NaN
2.0000 1.4000 NaN
2.0000 1.5000 NaN
2.0000 1.6000 NaN
2.0000 1.7000 0.1419
2.0000 1.8000 0.1508
2.0000 1.9000 0.1496
2.0000 2.0000 0.1568
2.0000 2.1000 0.1479
2.0000 2.2000 0.1566
2.0000 2.3000 0.1473
2.0000 2.4000 0.1427
2.0000 2.5000 0.1427
2.0000 2.6000 0.1396
2.0000 2.7000 0.1400
2.0000 2.8000 0.1366
2.0000 2.9000 0.1417
2.0000 3.0000 0.1377
2.0000 3.1000 0.1407
2.0000 3.2000 0.1444
2.0000 3.3000 0.1393
2.0000 3.4000 0.1461
2.0000 3.5000 0.1510
2.0000 3.6000 0.1373
2.0000 3.7000 0.1465
2.0000 3.8000 0.1319
2.0000 3.9000 0.1331
2.0000 4.0000 0.1384
2.0000 4.1000 0.1316
2.0000 4.2000 0.1304
2.0000 4.3000 0.1364
2.0000 4.4000 0.1330
2.0000 4.5000 0.1327
2.0000 4.6000 0.1354
2.0000 4.7000 0.1416
2.0000 4.8000 0.1416
2.0000 4.9000 0.1407
2.0000 5.0000 0.1487
2.0000 5.1000 0.1459
2.0000 5.2000 0.1454
2.0000 5.3000 0.1519
2.0000 5.4000 0.1411
2.0000 5.5000 0.1444
2.0000 5.6000 0.1465
2.0000 5.7000 0.1411
2.0000 5.8000 0.1402
2.0000 5.9000 0.1479
2.0000 6.0000 0.1426
2.0000 6.1000 0.1483
2.0000 6.2000 0.1643
2.0000 6.3000 0.1490
2.0000 6.4000 NaN
2.0000 6.5000 NaN
2.0000 6.6000 NaN
2.0000 6.7000 NaN
2.0000 6.8000 NaN
2.0000 6.9000 NaN
2.0000 7.0000 NaN
2.0000 7.1000 NaN
2.0000 7.2000 NaN
2.0000 7.3000 NaN
2.0000 7.4000 NaN
2.0000 7.5000 NaN
2.0000 7.6000 NaN
2.0000 7.7000 NaN
2.0000 7.8000 NaN
2.0000 7.9000 NaN
2.1000 0.0000 NaN
2.1000 0.1000 NaN
2.1000 0.2000 NaN
2.1000 0.3000 NaN
2.1000 0.4000 NaN
2.1000 0.5000 NaN
2.1000 0.6000 NaN
2.1000 0.7000 NaN
2.1000 0.8000 NaN
2.1000 0.9000 NaN
2.1000 1.0000 NaN
2.1000 1.1000 NaN
2.1000 1.2000 NaN
2.1000 1.3000 NaN
2.1000 1.4000 NaN
2.1000 1.5000 NaN
2.1000 1.6000 NaN
2.1000 1.7000 0.1400
2.1000 1.8000 0.1469
2.1000 1.9000 0.1406
2.1000 2.0000 0.1563
2.1000 2.1000 0.1526
2.1000 2.2000 0.1548
2.1000 2.3000 0.1552
2.1000 2.4000 0.1481
2.1000 2.5000 0.1479
2.1000 2.6000 0.1379
2.1000 2.7000 0.1324
2.1000 2.8000 0.1401
2.1000 2.9000 0.1394
2.1000 3.0000 0.1381
2.1000 3.1000 0.1386
2.1000 3.2000 0.1496
2.1000 3.3000 0.1468
2.1000 3.4000 0.1432
2.1000 3.5000 0.1441
2.1000 3.6000 0.1469
2.1000 3.7000 0.1472
2.1000 3.8000 0.1418
2.1000 3.9000 0.1322
2.1000 4.0000 0.1283
2.1000 4.1000 0.1287
2.1000 4.2000 0.1346
2.1000 4.3000 0.1398
2.1000 4.4000 0.1339
2.1000 4.5000 0.1328
2.1000 4.6000 0.1358
2.1000 4.7000 0.1411
2.1000 4.8000 0.1425
2.1000 4.9000 0.1368
2.1000 5.0000 0.1446
2.1000 5.1000 0.1378
2.1000 5.2000 0.1395
2.1000 5.3000 0.1457
2.1000 5.4000 0.1425
2.1000 5.5000 0.1389
2.1000 5.6000 0.1415
2.1000 5.7000 0.1432
2.1000 5.8000 0.1551
2.1000 5.9000 0.1497
2.1000 6.0000 0.1568
2.1000 6.1000 0.1481
2.1000 6.2000 0.1525
2.1000 6.3000 0.1648
2.1000 6.4000 NaN
2.1000 6.5000 NaN
2.1000 6.6000 NaN
2.1000 6.7000 NaN
2.1000 6.8000 NaN
2.1000 6.9000 NaN
2.1000 7.0000 NaN
2.1000 7.1000 NaN
2.1000 7.2000 NaN
2.1000 7.3000 NaN
2.1000 7.4000 NaN
2.1000 7.5000 NaN
2.1000 7.6000 NaN
2.1000 7.7000 NaN
2.1000 7.8000 NaN
2.1000 7.9000 NaN
2.2000 0.0000 NaN
2.2000 0.1000 NaN
2.2000 0.2000 NaN
2.2000 0.3000 NaN
2.2000 0.4000 NaN
2.2000 0.5000 NaN
2.2000 0.6000 NaN
2.2000 0.7000 NaN
2.2000 0.8000 NaN
2.2000 0.9000 NaN
2.2000 1.0000 NaN
2.2000 1.1000 NaN
2.2000 1.2000 NaN
2.2000 1.3000 NaN
2.2000 1.4000 NaN
2.2000 1.5000 NaN
2.2000 1.6000 NaN
2.2000 1.7000 NaN
2.2000 1.8000 0.1442
2.2000 1.9000 0.1434
2.2000 2.0000 0.1497
2.2000 2.1000 0.1524
2.2000 2.2000 0.1517
2.2000 2.3000 0.1505
2.2000 2.4000 0.1520
2.2000 2.5000 0.1567
2.2000 2.6000 0.1446
2.2000 2.7000 0.1396
2.2000 2.8000 0.1370
2.2000 2.9000 0.1397
2.2000 3.0000 0.1506
2.2000 3.1000 0.1389
2.2000 3.2000 0.1380
2.2000 3.3000 0.1488
2.2000 3.4000 0.1515
2.2000 3.5000 0.1493
2.2000 3.6000 0.1310
2.2000 3.7000 0.1376
2.2000 3.8000 0.1361
2.2000 3.9000 0.1302
2.2000 4.0000 0.1387
2.2000 4.1000 0.1393
2.2000 4.2000 0.1341
2.2000 4.3000 0.1454
2.2000 4.4000 0.1363
2.2000 4.5000 0.1338
2.2000 4.6000 0.1363
2.2000 4.7000 0.1281
2.2000 4.8000 0.1369
2.2000 4.9000 0.1355
2.2000 5.0000 0.1405
2.2000 5.1000 0.1442
2.2000 5.2000 0.1457
2.2000 5.3000 0.1474
2.2000 5.4000 0.1471
2.2000 5.5000 0.1379
2.2000 5.6000 0.1421
2.2000 5.7000 0.1434
2.2000 5.8000 0.1477
2.2000 5.9000 0.1427
2.2000 6.0000 0.1392
2.2000 6.1000 0.1530
2.2000 6.2000 0.1513
2.2000 6.3000 NaN
2.2000 6.4000 NaN
2.2000 6.5000 NaN
2.2000 6.6000 NaN
2.2000 6.7000 NaN
2.2000 6.8000 NaN
2.2000 6.9000 NaN
2.2000 7.0000 NaN
2.2000 7.1000 NaN
2.2000 7.2000 NaN
2.2000 7.3000 NaN
2.2000 7.4000 NaN
2.2000 7.5000 NaN
2.2000 7.6000 NaN
2.2000 7.7000 NaN
2.2000 7.8000 NaN
2.2000 7.9000 NaN
2.3000 0.0000 NaN
2.3000 0.1000 NaN
2.3000 0.2000 NaN
2.3000 0.3000 NaN
2.3000 0.4000 NaN
2.3000 0.5000 NaN
2.3000 0.6000 NaN
2.3000 0.7000 NaN
2.3000 0.8000 NaN
2.3000 0.9000 NaN
2.3000 1.0000 NaN
2.3000 1.1000 NaN
2.3000 1.2000 NaN
2.3000 1.3000 NaN
2.3000 1.4000 NaN
2.3000 1.5000 NaN
2.3000 1.6000 NaN
2.3000 1.7000 NaN
2.3000 1.8000 0.1207
2.3000 1.9000 0.1441
2.3000 2.0000 0.1525
2.3000 2.1000 0.1523
2.3000 2.2000 0.1545
2.3000 2.3000 0.1603
2.3000 2.4000 0.1526
2.3000 2.5000 0.1478
