# Map of average order parameters calculated for bonds between atom types POPC-C2B-9 and POPC-C3B-10.
# Calculated with 'gorder v0.2.0-beta'.
@ xlabel x-dimension [nm]
@ ylabel y-dimension [nm]
@ zlabel order parameter ($S$)
@ zrange -0.5 1.0 0.25
$ type colorbar
$ colormap seismic_r
4.4000 8.2000 0.3053
4.4000 8.3000 0.3121
4.4000 8.4000 0.3193
4.4000 8.5000 0.3135
4.4000 8.6000 0.3311
4.4000 8.7000 0.3257
4.4000 8.8000 0.3302
4.4000 8.9000 0.3381
4.4000 9.0000 0.3323
4.4000 9.1000 0.3367
4.4000 9.2000 0.3545
4.4000 9.3000 0.3528
4.4000 9.4000 0.3556
4.4000 9.5000 0.3548
4.4000 9.6000 0.3659
4.4000 9.7000 0.3692
4.4000 9.8000 0.3775
4.4000 9.9000 0.3769
4.4000 10.0000 0.3948
4.4000 10.1000 0.3989
4.4000 10.2000 0.4011
4.4000 10.3000 0.4017
4.4000 10.4000 0.4136
4.4000 10.5000 0.4041
4.4000 10.6000 0.4170
4.4000 10.7000 0.4145
4.4000 10.8000 0.4178
4.4000 10.9000 0.4178
4.4000 11.0000 0.4227
4.4000 11.1000 0.4156
4.4000 11.2000 0.4195
4.4000 11.3000 0.4203
4.4000 11.4000 0.4293
4.4000 11.5000 0.4189
4.4000 11.6000 0.4168
4.4000 11.7000 0.4176
4.4000 11.8000 0.4148
4.4000 11.9000 0.4204
4.4000 12.0000 0.4196
4.4000 12.1000 0.4292
4.4000 12.2000 0.4133
4.4000 12.3000 0.4152
4.4000 12.4000 0.4124
4.4000 12.5000 0.4087
4.4000 12.6000 0.4195
4.4000 12.7000 0.4205
4.4000 12.8000 0.4172
4.4000 12.9000 0.4192
4.4000 13.0000 0.4141
4.4000 13.1000 0.4210
4.4000 13.2000 0.4137
4.4000 13.3000 0.4129
4.4000 13.4000 0.4173
4.4000 13.5000 0.4117
4.4000 13.6000 0.4060
4.4000 13.7000 0.4139
4.4000 13.8000 0.4170
4.4000 13.9000 0.4230
4.4000 14.0000 0.4159
4.4000 14.1000 0.4088
4.4000 14.2000 0.4164
4.4000 14.3000 0.4168
4.4000 14.4000 0.4119
4.4000 14.5000 0.4108
4.4000 14.6000 0.4150
4.4000 14.7000 0.3993
4.4000 14.8000 0.3961
4.4000 14.9000 0.4052
4.4000 15.0000 0.4062
4.4000 15.1000 0.3981
4.5000 0.0000 0.4030
4.5000 0.1000 0.4054
4.5000 0.2000 0.3980
4.5000 0.3000 0.3997
4.5000 0.4000 0.4110
4.5000 0.5000 0.4020
4.5000 0.6000 0.4105
4.5000 0.7000 0.4210
4.5000 0.8000 0.4125
4.5000 0.9000 0.4119
4.5000 1.0000 0.4070
4.5000 1.1000 0.4127
4.5000 1.2000 0.4271
4.5000 1.3000 0.4191
4.5000 1.4000 0.4117
4.5000 1.5000 0.4178
4.5000 1.6000 0.4094
4.5000 1.7000 0.4154
4.5000 1.8000 0.4155
4.5000 1.9000 0.4194
4.5000 2.0000 0.4162
4.5000 2.1000 0.4158
4.5000 2.2000 0.4218
4.5000 2.3000 0.4215
4.5000 2.4000 0.4257
4.5000 2.5000 0.4133
4.5000 2.6000 0.4172
4.5000 2.7000 0.4216
4.5000 2.8000 0.4202
4.5000 2.9000 0.4222
4.5000 3.0000 0.4246
4.5000 3.1000 0.4277
4.5000 3.2000 0.4213
4.5000 3.3000 0.4286
4.5000 3.4000 0.4243
4.5000 3.5000 0.4217
4.5000 3.6000 0.4240
4.5000 3.7000 0.4217
4.5000 3.8000 0.4291
4.5000 3.9000 0.4193
4.5000 4.0000 0.4158
4.5000 4.1000 0.4165
4.5000 4.2000 0.4213
4.5000 4.3000 0.4128
4.5000 4.4000 0.4168
4.5000 4.5000 0.4132
4.5000 4.6000 0.4111
4.5000 4.7000 0.3957
4.5000 4.8000 0.3970
4.5000 4.9000 0.3947
4.5000 5.0000 0.4007
4.5000 5.1000 0.3897
4.5000 5.2000 0.3888
4.5000 5.3000 0.3786
4.5000 5.4000 0.3778
4.5000 5.5000 0.3691
4.5000 5.6000 0.3720
4.5000 5.7000 0.3635
4.5000 5.8000 0.3626
4.5000 5.9000 0.3597
4.5000 6.0000 0.3482
4.5000 6.1000 0.3467
4.5000 6.2000 0.3488
4.5000 6.3000 0.3363
4.5000 6.4000 0.3219
4.5000 6.5000 0.3263
4.5000 6.6000 0.3228
4.5000 6.7000 0.3215
4.5000 6.8000 0.3264
4.5000 6.9000 0.3057
4.5000 7.0000 0.3042
4.5000 7.1000 0.2919
4.5000 7.2000 0.3045
4.5000 7.3000 0.3068
4.5000 7.4000 0.3055
4.5000 7.5000 0.3010
4.5000 7.6000 0.2935
4.5000 7.7000 0.3043
4.5000 7.8000 0.2989
4.5000 7.9000 0.2925
4.5000 8.0000 0.2813
4.5000 8.1000 0.2908
4.5000 8.2000 0.2910
4.5000 8.3000 0.2876
4.5000 8.4000 0.2791
4.5000 8.5000 0.2922
4.5000 8.6000 0.2980
4.5000 8.7000 0.3094
4.5000 8.8000 0.3154
4.5000 8.9000 0.3230
4.5000 9.0000 0.3172
4.5000 9.1000 0.3335
4.5000 9.2000 0.3332
4.5000 9.3000 0.3426
4.5000 9.4000 0.3415
4.5000 9.5000 0.3534
4.5000 9.6000 0.3582
4.5000 9.7000 0.3686
4.5000 9.8000 0.3740
4.5000 9.9000 0.3859
4.5000 10.0000 0.3757
4.5000 10.1000 0.3866
4.5000 10.2000 0.3947
4.5000 10.3000 0.3953
4.5000 10.4000 0.4045
4.5000 10.5000 0.4138
4.5000 10.6000 0.4015
4.5000 10.7000 0.4081
4.5000 10.8000 0.4069
4.5000 10.9000 0.4158
4.5000 11.0000 0.4160
4.5000 11.1000 0.4175
4.5000 11.2000 0.4225
4.5000 11.3000 0.4185
4.5000 11.4000 0.4271
4.5000 11.5000 0.4306
4.5000 11.6000 0.4143
4.5000 11.7000 0.4202
4.5000 11.8000 0.4228
4.5000 11.9000 0.4217
4.5000 12.0000 0.4155
4.5000 12.1000 0.4222
4.5000 12.2000 0.4201
4.5000 12.3000 0.4226
4.5000 12.4000 0.4217
4.5000 12.5000 0.4159
4.5000 12.6000 0.4113
4.5000 12.7000 0.4074
4.5000 12.8000 0.4129
4.5000 12.9000 0.4063
4.5000 13.0000 0.4138
4.5000 13.1000 0.4138
4.5000 13.2000 0.4063
4.5000 13.3000 0.4172
4.5000 13.4000 0.4128
4.5000 13.5000 0.4181
4.5000 13.6000 0.4102
4.5000 13.7000 0.4179
4.5000 13.8000 0.4159
4.5000 13.9000 0.4218
4.5000 14.0000 0.4214
4.5000 14.1000 0.4137
4.5000 14.2000 0.4106
4.5000 14.3000 0.4112
4.5000 14.4000 0.4171
4.5000 14.5000 0.4068
4.5000 14.6000 0.4080
4.5000 14.7000 0.4029
4.5000 14.8000 0.4036
4.5000 14.9000 0.3970
4.5000 15.0000 0.4035
4.5000 15.1000 0.3943
4.6000 0.0000 0.4014
4.6000 0.1000 0.4098
4.6000 0.2000 0.4163
4.6000 0.3000 0.4082
4.6000 0.4000 0.4017
4.6000 0.5000 0.4059
4.6000 0.6000 0.4082
4.6000 0.7000 0.4158
4.6000 0.8000 0.4180
4.6000 0.9000 0.4135
4.6000 1.0000 0.4089
4.6000 1.1000 0.4221
4.6000 1.2000 0.4179
4.6000 1.3000 0.4136
4.6000 1.4000 0.4196
4.6000 1.5000 0.4107
4.6000 1.6000 0.4075
4.6000 1.7000 0.4130
4.6000 1.8000 0.4141
4.6000 1.9000 0.4176
4.6000 2.0000 0.4141
4.6000 2.1000 0.4142
4.6000 2.2000 0.4254
4.6000 2.3000 0.4146
4.6000 2.4000 0.4149
4.6000 2.5000 0.4215
4.6000 2.6000 0.4129
4.6000 2.7000 0.4212
4.6000 2.8000 0.4178
4.6000 2.9000 0.4184
4.6000 3.0000 0.4228
4.6000 3.1000 0.4265
4.6000 3.2000 0.4222
4.6000 3.3000 0.4243
4.6000 3.4000 0.4238
4.6000 3.5000 0.4253
4.6000 3.6000 0.4241
4.6000 3.7000 0.4210
4.6000 3.8000 0.4174
4.6000 3.9000 0.4268
4.6000 4.0000 0.4122
4.6000 4.1000 0.4215
4.6000 4.2000 0.4132
4.6000 4.3000 0.4081
4.6000 4.4000 0.4119
4.6000 4.5000 0.4067
4.6000 4.6000 0.4015
4.6000 4.7000 0.3979
4.6000 4.8000 0.3945
4.6000 4.9000 0.3855
4.6000 5.0000 0.3887
4.6000 5.1000 0.3867
4.6000 5.2000 0.3786
4.6000 5.3000 0.3687
4.6000 5.4000 0.3632
4.6000 5.5000 0.3601
4.6000 5.6000 0.3508
4.6000 5.7000 0.3573
4.6000 5.8000 0.3513
4.6000 5.9000 0.3448
4.6000 6.0000 0.3361
4.6000 6.1000 0.3333
4.6000 6.2000 0.3369
4.6000 6.3000 0.3202
4.6000 6.4000 0.3189
4.6000 6.5000 0.3222
4.6000 6.6000 0.3179
4.6000 6.7000 0.3145
4.6000 6.8000 0.3008
4.6000 6.9000 0.3023
4.6000 7.0000 0.3020
4.6000 7.1000 0.2987
4.6000 7.2000 0.3033
4.6000 7.3000 0.3107
4.6000 7.4000 0.3009
4.6000 7.5000 0.2996
4.6000 7.6000 0.2993
4.6000 7.7000 0.2904
4.6000 7.8000 0.2945
4.6000 7.9000 0.2794
4.6000 8.0000 0.2908
4.6000 8.1000 0.2968
4.6000 8.2000 0.2893
4.6000 8.3000 0.3012
4.6000 8.4000 0.2867
4.6000 8.5000 0.2830
4.6000 8.6000 0.2871
4.6000 8.7000 0.2836
4.6000 8.8000 0.2953
4.6000 8.9000 0.2922
4.6000 9.0000 0.3016
4.6000 9.1000 0.3132
4.6000 9.2000 0.3130
4.6000 9.3000 0.3316
4.6000 9.4000 0.3303
4.6000 9.5000 0.3357
4.6000 9.6000 0.3475
4.6000 9.7000 0.3512
4.6000 9.8000 0.3528
4.6000 9.9000 0.3682
4.6000 10.0000 0.3793
4.6000 10.1000 0.3794
4.6000 10.2000 0.3901
4.6000 10.3000 0.3943
4.6000 10.4000 0.3981
4.6000 10.5000 0.4082
4.6000 10.6000 0.4046
4.6000 10.7000 0.4102
4.6000 10.8000 0.4119
4.6000 10.9000 0.4096
4.6000 11.0000 0.4132
4.6000 11.1000 0.4092
4.6000 11.2000 0.4140
4.6000 11.3000 0.4109
4.6000 11.4000 0.4202
4.6000 11.5000 0.4206
4.6000 11.6000 0.4096
4.6000 11.7000 0.4280
4.6000 11.8000 0.4237
4.6000 11.9000 0.4234
4.6000 12.0000 0.4196
4.6000 12.1000 0.4155
4.6000 12.2000 0.4220
4.6000 12.3000 0.4175
4.6000 12.4000 0.4242
4.6000 12.5000 0.4206
4.6000 12.6000 0.4137
4.6000 12.7000 0.4137
4.6000 12.8000 0.4041
4.6000 12.9000 0.4021
4.6000 13.0000 0.4161
4.6000 13.1000 0.4162
4.6000 13.2000 0.4150
4.6000 13.3000 0.4117
4.6000 13.4000 0.4034
4.6000 13.5000 0.4078
4.6000 13.6000 0.4114
4.6000 13.7000 0.4156
4.6000 13.8000 0.4159
4.6000 13.9000 0.4121
4.6000 14.0000 0.4085
4.6000 14.1000 0.4140
4.6000 14.2000 0.4151
4.6000 14.3000 0.4166
4.6000 14.4000 0.4183
4.6000 14.5000 0.4157
4.6000 14.6000 0.4121
4.6000 14.7000 0.4032
4.6000 14.8000 0.4086
4.6000 14.9000 0.3934
4.6000 15.0000 0.3982
4.6000 15.1000 0.4059
4.7000 0.0000 0.4073
4.7000 0.1000 0.4062
4.7000 0.2000 0.4131
4.7000 0.3000 0.4085
4.7000 0.4000 0.4119
4.7000 0.5000 0.4086
4.7000 0.6000 0.4122
4.7000 0.7000 0.4100
4.7000 0.8000 0.4076
4.7000 0.9000 0.4167
4.7000 1.0000 0.4173
4.7000 1.1000 0.4209
4.7000 1.2000 0.4166
4.7000 1.3000 0.4171
4.7000 1.4000 0.4138
4.7000 1.5000 0.4216
4.7000 1.6000 0.4158
4.7000 1.7000 0.4186
4.7000 1.8000 0.4154
4.7000 1.9000 0.4206
4.7000 2.0000 0.4165
4.7000 2.1000 0.4184
4.7000 2.2000 0.4155
4.7000 2.3000 0.4211
4.7000 2.4000 0.4205
4.7000 2.5000 0.4144
4.7000 2.6000 0.4189
4.7000 2.7000 0.4114
4.7000 2.8000 0.4267
4.7000 2.9000 0.4290
4.7000 3.0000 0.4317
4.7000 3.1000 0.4242
4.7000 3.2000 0.4214
4.7000 3.3000 0.4208
4.7000 3.4000 0.4244
4.7000 3.5000 0.4243
4.7000 3.6000 0.4120
4.7000 3.7000 0.4125
4.7000 3.8000 0.4160
4.7000 3.9000 0.4218
4.7000 4.0000 0.4198
4.7000 4.1000 0.4185
4.7000 4.2000 0.4117
4.7000 4.3000 0.4104
4.7000 4.4000 0.4086
4.7000 4.5000 0.4064
4.7000 4.6000 0.4019
4.7000 4.7000 0.3988
4.7000 4.8000 0.3887
4.7000 4.9000 0.3865
4.7000 5.0000 0.3849
4.7000 5.1000 0.3811
4.7000 5.2000 0.3700
4.7000 5.3000 0.3692
4.7000 5.4000 0.3551
4.7000 5.5000 0.3602
4.7000 5.6000 0.3425
4.7000 5.7000 0.3539
4.7000 5.8000 0.3399
4.7000 5.9000 0.3256
4.7000 6.0000 0.3257
4.7000 6.1000 0.3139
4.7000 6.2000 0.2932
4.7000 6.3000 0.3034
4.7000 6.4000 0.3019
4.7000 6.5000 0.3050
4.7000 6.6000 0.3156
4.7000 6.7000 0.3035
4.7000 6.8000 0.3016
4.7000 6.9000 0.3069
4.7000 7.0000 0.2952
4.7000 7.1000 0.3077
4.7000 7.2000 0.3001
4.7000 7.3000 0.2981
4.7000 7.4000 0.2908
4.7000 7.5000 0.2887
4.7000 7.6000 0.2823
4.7000 7.7000 0.2912
4.7000 7.8000 0.2875
4.7000 7.9000 0.2840
4.7000 8.0000 0.2886
4.7000 8.1000 0.2946
4.7000 8.2000 0.3044
4.7000 8.3000 0.3020
4.7000 8.4000 0.2937
4.7000 8.5000 0.2968
4.7000 8.6000 0.2959
4.7000 8.7000 0.2814
4.7000 8.8000 0.2824
4.7000 8.9000 0.2789
4.7000 9.0000 0.2797
4.7000 9.1000 0.2955
4.7000 9.2000 0.3101
4.7000 9.3000 0.3078
4.7000 9.4000 0.3148
4.7000 9.5000 0.3227
4.7000 9.6000 0.3362
4.7000 9.7000 0.3529
4.7000 9.8000 0.3578
4.7000 9.9000 0.3632
4.7000 10.0000 0.3655
4.7000 10.1000 0.3655
4.7000 10.2000 0.3739
4.7000 10.3000 0.3825
4.7000 10.4000 0.3909
4.7000 10.5000 0.3959
4.7000 10.6000 0.4020
4.7000 10.7000 0.3985
4.7000 10.8000 0.4083
4.7000 10.9000 0.4125
4.7000 11.0000 0.4085
4.7000 11.1000 0.4188
4.7000 11.2000 0.4133
4.7000 11.3000 0.4248
4.7000 11.4000 0.4180
4.7000 11.5000 0.4220
4.7000 11.6000 0.4199
4.7000 11.7000 0.4235
4.7000 11.8000 0.4230
4.7000 11.9000 0.4271
4.7000 12.0000 0.4081
4.7000 12.1000 0.4209
4.7000 12.2000 0.4229
4.7000 12.3000 0.4184
4.7000 12.4000 0.4190
4.7000 12.5000 0.4208
4.7000 12.6000 0.4224
4.7000 12.7000 0.4223
4.7000 12.8000 0.4172
4.7000 12.9000 0.4102
4.7000 13.0000 0.4200
4.7000 13.1000 0.4170
4.7000 13.2000 0.4102
4.7000 13.3000 0.4101
4.7000 13.4000 0.4156
4.7000 13.5000 0.4115
4.7000 13.6000 0.4150
4.7000 13.7000 0.4160
4.7000 13.8000 0.4240
4.7000 13.9000 0.4135
4.7000 14.0000 0.4144
4.7000 14.1000 0.4250
4.7000 14.2000 0.4134
4.7000 14.3000 0.4214
4.7000 14.4000 0.4216
4.7000 14.5000 0.4076
4.7000 14.6000 0.3986
4.7000 14.7000 0.4111
4.7000 14.8000 0.4110
4.7000 14.9000 0.4045
4.7000 15.0000 0.3964
4.7000 15.1000 0.4018
4.8000 0.0000 0.4070
4.8000 0.1000 0.4038
4.8000 0.2000 0.4071
4.8000 0.3000 0.4005
4.8000 0.4000 0.4120
4.8000 0.5000 0.4022
4.8000 0.6000 0.4084
4.8000 0.7000 0.4252
4.8000 0.8000 0.4175
4.8000 0.9000 0.4128
4.8000 1.0000 0.4184
4.8000 1.1000 0.4163
4.8000 1.2000 0.4200
4.8000 1.3000 0.4168
4.8000 1.4000 0.4152
4.8000 1.5000 0.4196
4.8000 1.6000 0.4157
4.8000 1.7000 0.4142
4.8000 1.8000 0.4202
4.8000 1.9000 0.4198
4.8000 2.0000 0.4144
4.8000 2.1000 0.4173
4.8000 2.2000 0.4146
4.8000 2.3000 0.4222
4.8000 2.4000 0.4226
4.8000 2.5000 0.4151
4.8000 2.6000 0.4153
4.8000 2.7000 0.4175
4.8000 2.8000 0.4331
4.8000 2.9000 0.4287
4.8000 3.0000 0.4195
4.8000 3.1000 0.4223
4.8000 3.2000 0.4219
4.8000 3.3000 0.4225
4.8000 3.4000 0.4236
4.8000 3.5000 0.4225
4.8000 3.6000 0.4170
4.8000 3.7000 0.4183
4.8000 3.8000 0.4219
4.8000 3.9000 0.4146
4.8000 4.0000 0.4125
4.8000 4.1000 0.4049
4.8000 4.2000 0.4155
4.8000 4.3000 0.4113
4.8000 4.4000 0.4034
4.8000 4.5000 0.3965
4.8000 4.6000 0.3883
4.8000 4.7000 0.3825
4.8000 4.8000 0.3855
4.8000 4.9000 0.3797
4.8000 5.0000 0.3736
4.8000 5.1000 0.3670
4.8000 5.2000 0.3615
4.8000 5.3000 0.3502
4.8000 5.4000 0.3536
4.8000 5.5000 0.3443
4.8000 5.6000 0.3398
4.8000 5.7000 0.3230
4.8000 5.8000 0.3149
4.8000 5.9000 0.3007
4.8000 6.0000 0.2992
4.8000 6.1000 0.2987
4.8000 6.2000 0.2986
4.8000 6.3000 0.2990
4.8000 6.4000 0.2903
4.8000 6.5000 0.3050
4.8000 6.6000 0.3054
4.8000 6.7000 0.2886
4.8000 6.8000 0.2960
4.8000 6.9000 0.2953
4.8000 7.0000 0.2967
4.8000 7.1000 0.3017
4.8000 7.2000 0.2925
4.8000 7.3000 0.2823
4.8000 7.4000 0.2649
4.8000 7.5000 0.2759
4.8000 7.6000 0.2842
4.8000 7.7000 0.2796
4.8000 7.8000 0.2798
4.8000 7.9000 0.2882
4.8000 8.0000 0.2887
4.8000 8.1000 0.2839
4.8000 8.2000 0.2875
4.8000 8.3000 0.2927
4.8000 8.4000 0.2984
4.8000 8.5000 0.3099
4.8000 8.6000 0.3090
4.8000 8.7000 0.3012
4.8000 8.8000 0.2978
4.8000 8.9000 0.2832
4.8000 9.0000 0.2837
4.8000 9.1000 0.2893
4.8000 9.2000 0.2887
4.8000 9.3000 0.2969
4.8000 9.4000 0.3068
4.8000 9.5000 0.3123
4.8000 9.6000 0.3296
4.8000 9.7000 0.3347
4.8000 9.8000 0.3449
4.8000 9.9000 0.3458
4.8000 10.0000 0.3565
4.8000 10.1000 0.3666
4.8000 10.2000 0.3655
4.8000 10.3000 0.3744
4.8000 10.4000 0.3928
4.8000 10.5000 0.3902
4.8000 10.6000 0.3943
4.8000 10.7000 0.4099
4.8000 10.8000 0.4076
4.8000 10.9000 0.4083
4.8000 11.0000 0.4155
4.8000 11.1000 0.4120
4.8000 11.2000 0.4172
4.8000 11.3000 0.4147
4.8000 11.4000 0.4123
4.8000 11.5000 0.4185
4.8000 11.6000 0.4272
4.8000 11.7000 0.4204
4.8000 11.8000 0.4232
4.8000 11.9000 0.4239
4.8000 12.0000 0.4175
4.8000 12.1000 0.4186
4.8000 12.2000 0.4185
4.8000 12.3000 0.4172
4.8000 12.4000 0.4210
4.8000 12.5000 0.4139
4.8000 12.6000 0.4158
4.8000 12.7000 0.4178
4.8000 12.8000 0.4118
4.8000 12.9000 0.4151
4.8000 13.0000 0.4137
4.8000 13.1000 0.4153
4.8000 13.2000 0.4155
4.8000 13.3000 0.4110
4.8000 13.4000 0.4060
4.8000 13.5000 0.4153
4.8000 13.6000 0.4088
4.8000 13.7000 0.4184
4.8000 13.8000 0.4181
4.8000 13.9000 0.4129
4.8000 14.0000 0.4154
4.8000 14.1000 0.4200
4.8000 14.2000 0.4190
4.8000 14.3000 0.4098
4.8000 14.4000 0.4211
4.8000 14.5000 0.4203
4.8000 14.6000 0.4116
4.8000 14.7000 0.4064
4.8000 14.8000 0.4123
4.8000 14.9000 0.3917
4.8000 15.0000 0.4059
4.8000 15.1000 0.3966
4.9000 0.0000 0.4061
4.9000 0.1000 0.4006
4.9000 0.2000 0.4023
4.9000 0.3000 0.4004
4.9000 0.4000 0.4123
4.9000 0.5000 0.4129
4.9000 0.6000 0.4144
4.9000 0.7000 0.4148
4.9000 0.8000 0.4189
4.9000 0.9000 0.4127
4.9000 1.0000 0.4115
4.9000 1.1000 0.4153
4.9000 1.2000 0.4204
4.9000 1.3000 0.4225
4.9000 1.4000 0.4110
4.9000 1.5000 0.4101
4.9000 1.6000 0.4080
4.9000 1.7000 0.4228
4.9000 1.8000 0.4174
4.9000 1.9000 0.4211
4.9000 2.0000 0.4219
4.9000 2.1000 0.4227
4.9000 2.2000 0.4153
4.9000 2.3000 0.4150
4.9000 2.4000 0.4161
4.9000 2.5000 0.4175
4.9000 2.6000 0.4261
4.9000 2.7000 0.4252
4.9000 2.8000 0.4240
4.9000 2.9000 0.4160
4.9000 3.0000 0.4261
4.9000 3.1000 0.4241
4.9000 3.2000 0.4142
4.9000 3.3000 0.4178
4.9000 3.4000 0.4261
4.9000 3.5000 0.4173
4.9000 3.6000 0.4235
4.9000 3.7000 0.4153
4.9000 3.8000 0.4201
4.9000 3.9000 0.4180
4.9000 4.0000 0.4142
4.9000 4.1000 0.4105
4.9000 4.2000 0.4043
4.9000 4.3000 0.3988
4.9000 4.4000 0.3886
4.9000 4.5000 0.3913
4.9000 4.6000 0.3854
4.9000 4.7000 0.3759
4.9000 4.8000 0.3815
4.9000 4.9000 0.3654
4.9000 5.0000 0.3623
4.9000 5.1000 0.3594
4.9000 5.2000 0.3540
4.9000 5.3000 0.3489
4.9000 5.4000 0.3507
4.9000 5.5000 0.3336
4.9000 5.6000 0.3209
4.9000 5.7000 0.3068
4.9000 5.8000 0.2993
4.9000 5.9000 0.2898
4.9000 6.0000 0.3052
4.9000 6.1000 0.3022
4.9000 6.2000 0.3086
4.9000 6.3000 0.3100
4.9000 6.4000 0.3095
4.9000 6.5000 0.3012
4.9000 6.6000 0.2925
4.9000 6.7000 0.2942
4.9000 6.8000 0.2938
4.9000 6.9000 0.3014
4.9000 7.0000 0.2950
4.9000 7.1000 0.2944
4.9000 7.2000 0.2834
4.9000 7.3000 0.2672
4.9000 7.4000 0.2733
4.9000 7.5000 0.2828
4.9000 7.6000 0.2869
4.9000 7.7000 0.2933
4.9000 7.8000 0.3020
4.9000 7.9000 0.2901
4.9000 8.0000 0.2776
4.9000 8.1000 0.2745
4.9000 8.2000 0.2679
4.9000 8.3000 0.2639
4.9000 8.4000 0.2663
4.9000 8.5000 0.2777
4.9000 8.6000 0.2932
4.9000 8.7000 0.2975
4.9000 8.8000 0.3061
4.9000 8.9000 0.2951
4.9000 9.0000 0.2781
4.9000 9.1000 0.2717
4.9000 9.2000 0.2864
4.9000 9.3000 0.2840
4.9000 9.4000 0.2877
4.9000 9.5000 0.2943
4.9000 9.6000 0.2961
4.9000 9.7000 0.3073
4.9000 9.8000 0.3214
4.9000 9.9000 0.3450
4.9000 10.0000 0.3573
4.9000 10.1000 0.3543
4.9000 10.2000 0.3651
4.9000 10.3000 0.3623
4.9000 10.4000 0.3736
4.9000 10.5000 0.3876
4.9000 10.6000 0.3929
4.9000 10.7000 0.3935
4.9000 10.8000 0.3945
4.9000 10.9000 0.4018
4.9000 11.0000 0.4101
4.9000 11.1000 0.4091
4.9000 11.2000 0.4071
4.9000 11.3000 0.4105
4.9000 11.4000 0.4199
4.9000 11.5000 0.4159
4.9000 11.6000 0.4234
4.9000 11.7000 0.4188
4.9000 11.8000 0.4189
4.9000 11.9000 0.4165
4.9000 12.0000 0.4205
4.9000 12.1000 0.4151
4.9000 12.2000 0.4093
4.9000 12.3000 0.4252
4.9000 12.4000 0.4072
4.9000 12.5000 0.4184
4.9000 12.6000 0.4196
4.9000 12.7000 0.4219
4.9000 12.8000 0.4187
4.9000 12.9000 0.4165
4.9000 13.0000 0.4099
4.9000 13.1000 0.4190
4.9000 13.2000 0.4202
4.9000 13.3000 0.4158
4.9000 13.4000 0.4137
4.9000 13.5000 0.4151
4.9000 13.6000 0.4109
4.9000 13.7000 0.4123
4.9000 13.8000 0.4143
4.9000 13.9000 0.4185
4.9000 14.0000 0.4172
4.9000 14.1000 0.4149
4.9000 14.2000 0.4183
4.9000 14.3000 0.4120
4.9000 14.4000 0.4084
4.9000 14.5000 0.4105
4.9000 14.6000 0.4062
4.9000 14.7000 0.4112
4.9000 14.8000 0.4131
4.9000 14.9000 0.4043
4.9000 15.0000 0.3990
4.9000 15.1000 0.4103
5.0000 0.0000 0.4053
5.0000 0.1000 0.4107
5.0000 0.2000 0.4133
5.0000 0.3000 0.4129
5.0000 0.4000 0.4113
5.0000 0.5000 0.4063
5.0000 0.6000 0.4149
5.0000 0.7000 0.4173
5.0000 0.8000 0.4204
5.0000 0.9000 0.4191
5.0000 1.0000 0.4128
5.0000 1.1000 0.4212
5.0000 1.2000 0.4137
5.0000 1.3000 0.4101
5.0000 1.4000 0.4219
5.0000 1.5000 0.4208
5.0000 1.6000 0.4176
5.0000 1.7000 0.4117
5.0000 1.8000 0.4059
5.0000 1.9000 0.4137
5.0000 2.0000 0.4254
5.0000 2.1000 0.4091
5.0000 2.2000 0.4213
5.0000 2.3000 0.4076
5.0000 2.4000 0.4204
5.0000 2.5000 0.4263
5.0000 2.6000 0.4241
5.0000 2.7000 0.4227
5.0000 2.8000 0.4204
5.0000 2.9000 0.4179
5.0000 3.0000 0.4215
5.0000 3.1000 0.4234
5.0000 3.2000 0.4227
5.0000 3.3000 0.4252
5.0000 3.4000 0.4211
5.0000 3.5000 0.4198
5.0000 3.6000 0.4188
5.0000 3.7000 0.4185
5.0000 3.8000 0.4118
5.0000 3.9000 0.4098
5.0000 4.0000 0.4115
5.0000 4.1000 0.4013
5.0000 4.2000 0.4008
5.0000 4.3000 0.3903
5.0000 4.4000 0.3894
5.0000 4.5000 0.4000
5.0000 4.6000 0.3736
5.0000 4.7000 0.3821
5.0000 4.8000 0.3678
5.0000 4.9000 0.3604
5.0000 5.0000 0.3471
5.0000 5.1000 0.3456
5.0000 5.2000 0.3371
5.0000 5.3000 0.3427
5.0000 5.4000 0.3333
5.0000 5.5000 0.3107
5.0000 5.6000 0.2921
5.0000 5.7000 0.2933
5.0000 5.8000 0.3034
5.0000 5.9000 0.3079
5.0000 6.0000 0.3110
5.0000 6.1000 0.3176
5.0000 6.2000 0.3053
5.0000 6.3000 0.3102
5.0000 6.4000 0.3081
5.0000 6.5000 0.2965
5.0000 6.6000 0.3007
5.0000 6.7000 0.2918
5.0000 6.8000 0.3008
5.0000 6.9000 0.2967
5.0000 7.0000 0.3025
5.0000 7.1000 0.3080
5.0000 7.2000 0.2998
5.0000 7.3000 0.3016
5.0000 7.4000 0.3219
5.0000 7.5000 0.3262
5.0000 7.6000 0.3238
5.0000 7.7000 0.3190
5.0000 7.8000 0.3130
5.0000 7.9000 0.3138
5.0000 8.0000 0.3086
5.0000 8.1000 0.2964
5.0000 8.2000 0.2870
5.0000 8.3000 0.2893
5.0000 8.4000 0.2727
5.0000 8.5000 0.2636
5.0000 8.6000 0.2736
5.0000 8.7000 0.2840
5.0000 8.8000 0.3005
5.0000 8.9000 0.2916
5.0000 9.0000 0.2846
5.0000 9.1000 0.2787
5.0000 9.2000 0.2653
